,TL BASED,USD BASED,imkb_x
date,BSE100,BSE200,BSE500
03-Aug-18,9.361672512,8.492931236,9.639596223
06-Aug-18,9.364217014,8.495699856,9.642394829
07-Aug-18,9.363903165,8.495207262,9.64154275
08-Aug-18,9.368605718,8.499255264,9.645386936
09-Aug-18,9.371463828,8.502298819,9.648607561
10-Aug-18,9.367097937,8.497733065,9.643629445
13-Aug-18,9.36084269,8.491341908,9.637112857
14-Aug-18,9.367389419,8.498367087,9.643756518
16-Aug-18,9.362950723,8.493924564,9.639570834
17-Aug-18,9.3714085,8.502755467,9.648286223
20-Aug-18,9.379330965,8.510474673,9.655404327
21-Aug-18,9.381231854,8.512447951,9.657566554
23-Aug-18,9.383653138,8.514301013,9.659105681
24-Aug-18,9.381769488,8.51219673,9.656896878
27-Aug-18,9.392836913,8.523354174,9.667537978
28-Aug-18,9.395632512,8.525807977,9.67022043
29-Aug-18,9.393423306,8.524117165,9.668807713
30-Aug-18,9.392990208,8.524033741,9.669008117
31-Aug-18,9.394075096,8.525355787,9.670685003
03-Sep-18,9.385977135,8.517896944,9.663803585
04-Sep-18,9.37639026,8.506649805,9.651729097
05-Sep-18,9.3725383,8.502513977,9.647681983
06-Sep-18,9.377791916,8.507564989,9.652659292
07-Sep-18,9.383847361,8.514072327,9.658863054
10-Sep-18,9.370149584,8.500366412,9.64547625
11-Sep-18,9.355817257,8.486119362,9.631310651
12-Sep-18,9.363231402,8.4930091,9.637296224
14-Sep-18,9.376324192,8.506198976,9.65042846
17-Sep-18,9.364858127,8.495352408,9.640608005
18-Sep-18,9.355863081,8.485582806,9.630234217
19-Sep-18,9.35184167,8.480726283,9.625032117
21-Sep-18,9.341951798,8.4693277,9.61215817
24-Sep-18,9.323716378,8.450373671,9.592502052
25-Sep-18,9.333087953,8.458412993,9.599099374
26-Sep-18,9.332289827,8.457978076,9.59872646
27-Sep-18,9.324418776,8.448222463,9.588148528
28-Sep-18,9.318386378,8.44065766,9.578165224
01-Oct-18,9.326043023,8.447663033,9.584215049
03-Oct-18,9.312551233,8.434624296,9.572579905
04-Oct-18,9.289066521,8.412074869,9.550189045
05-Oct-18,9.262789548,8.385867365,9.524418727
08-Oct-18,9.263842276,8.38494098,9.521690386
09-Oct-18,9.258641845,8.379837352,9.516748021
10-Oct-18,9.276940517,8.399895038,9.538373528
11-Oct-18,9.255264023,8.378496481,9.517591221
12-Oct-18,9.277477389,8.400917769,9.540082872
15-Oct-18,9.281956599,8.405300275,9.545272137
16-Oct-18,9.290279382,8.413979259,9.554754559
17-Oct-18,9.275638292,8.398711412,9.538727152
19-Oct-18,9.262451682,8.385274212,9.525497037
22-Oct-18,9.257325098,8.378978851,9.518035344
23-Oct-18,9.247719968,8.369588374,9.508257388
24-Oct-18,9.255570875,8.377650625,9.516235574
25-Oct-18,9.245054793,8.367590487,9.506256204
26-Oct-18,9.236604432,8.3601159,9.499461159
29-Oct-18,9.259388598,8.382692186,9.521926209
30-Oct-18,9.256685645,8.380931217,9.521282324
31-Oct-18,9.274415036,8.398445691,9.538327425
01-Nov-18,9.274373766,8.399834316,9.540776571
02-Nov-18,9.289641266,8.414544551,9.554834632
05-Nov-18,9.287624509,8.412425833,9.552622129
06-Nov-18,9.286969877,8.410927822,9.55128687
07-Nov-18,9.294091273,8.418126163,9.558905621
09-Nov-18,9.293880648,8.418874491,9.559968546
12-Nov-18,9.28343004,8.408603022,9.549860815
13-Nov-18,9.292158119,8.416614558,9.557199195
14-Nov-18,9.291983951,8.416614558,9.557013969
15-Nov-18,9.295393583,8.420265905,9.560511915
16-Nov-18,9.300758606,8.425001145,9.564488326
19-Nov-18,9.308269846,8.432090537,9.571230619
20-Nov-18,9.298497759,8.422497823,9.56158158
21-Nov-18,9.295006835,8.419721477,9.559135653
22-Nov-18,9.287966932,8.412832176,9.552472987
26-Nov-18,9.296768496,8.42082325,9.559484128
27-Nov-18,9.30087462,8.424919995,9.563629691
28-Nov-18,9.303202102,8.426633709,9.564555694
29-Nov-18,9.31507239,8.437639031,9.574728592
30-Nov-18,9.316425925,8.439558083,9.576995349
03-Dec-18,9.318853912,8.442247638,9.579817616
04-Dec-18,9.317116385,8.440817419,9.578747919
05-Dec-18,9.307745628,8.431506754,9.569127484
06-Dec-18,9.290504611,8.414626547,9.552561055
07-Dec-18,9.298579245,8.421710397,9.558923263
10-Dec-18,9.279456836,8.40249589,9.539944793
11-Dec-18,9.287490284,8.411303647,9.549182655
12-Dec-18,9.305774181,8.430076354,9.568500013
13-Dec-18,9.311269283,8.435753175,9.574347172
14-Dec-18,9.312701093,8.437359629,9.575818553
17-Dec-18,9.320766635,8.445172885,9.583002635
18-Dec-18,9.322901799,8.447502219,9.585559308
19-Dec-18,9.329541069,8.4545707,9.592951643
20-Dec-18,9.328009623,8.453149481,9.591698563
21-Dec-18,9.309976635,8.435796568,9.575066815
24-Dec-18,9.30191449,8.427410706,9.566590726
26-Dec-18,9.307057743,8.431811758,9.570417522
27-Dec-18,9.311017036,8.435770532,9.574297139
28-Dec-18,9.31941,8.444304168,9.583009524
31-Dec-18,9.32018263,8.445413583,9.584685573
01-Jan-19,9.32372352,8.448616662,9.587903138
02-Jan-19,9.312807606,8.437699666,9.577230958
03-Jan-19,9.30212343,8.427450087,9.567374751
04-Jan-19,9.307080438,8.432205946,9.571854986
07-Jan-19,9.3100409,8.43490012,9.574243629
08-Jan-19,9.313019696,8.437511252,9.576757605
09-Jan-19,9.317270954,8.441126071,9.579844568
10-Jan-19,9.315603583,8.439983799,9.579131122
11-Jan-19,9.312881617,8.437359629,9.576578047
14-Jan-19,9.308129295,8.432245139,9.571531005
15-Jan-19,9.320626039,8.443990041,9.582898606
16-Jan-19,9.320923327,8.444293412,9.583291242
17-Jan-19,9.321935413,8.444983724,9.583612124
18-Jan-19,9.320598276,8.443040603,9.581131906
21-Jan-19,9.323647628,8.444925678,9.582356929
22-Jan-19,9.321387886,8.442721769,9.579870829
23-Jan-19,9.313990225,8.436067731,9.573582505
24-Jan-19,9.31484272,8.436798422,9.573834214
25-Jan-19,9.307510639,8.428866768,9.565271897
28-Jan-19,9.295242944,8.416059287,9.552220105
29-Jan-19,9.294969163,8.416178773,9.552205896
30-Jan-19,9.29437081,8.416079202,9.552737167
31-Jan-19,9.310621811,8.431107931,9.566973015
01-Feb-19,9.316583298,8.436824431,9.572330664
04-Feb-19,9.316638148,8.436050379,9.570672122
05-Feb-19,9.316942017,8.435770532,9.569570249
06-Feb-19,9.327475198,8.445366308,9.578515435
07-Feb-19,9.330011402,8.448342453,9.58192048
08-Feb-19,9.317396749,8.435892026,9.56967707
11-Feb-19,9.311174358,8.428965074,9.562035437
12-Feb-19,9.305763273,8.424187155,9.557352582
13-Feb-19,9.301070991,8.419725887,9.553073681
14-Feb-19,9.298372311,8.417892058,9.551430501
15-Feb-19,9.2937721,8.413080785,9.546398237
18-Feb-19,9.28528271,8.404582009,9.537843218
19-Feb-19,9.283026548,8.402854716,9.536685069
20-Feb-19,9.295113412,8.414724047,9.548178104
21-Feb-19,9.300547554,8.420455393,9.554346302
22-Feb-19,9.301944602,8.422163572,9.556533776
25-Feb-19,9.310428211,8.429975975,9.564203366
26-Feb-19,9.306112263,8.425818856,9.56002353
27-Feb-19,9.304313294,8.42462824,9.559115192
28-Feb-19,9.304621841,8.42564134,9.560771866
01-Mar-19,9.311109262,8.432895946,9.569344701
05-Mar-19,9.3236512,8.445946353,9.584176517
06-Mar-19,9.32928895,8.451350353,9.590030132
07-Mar-19,9.329549058,8.451089713,9.589608653
08-Mar-19,9.3277998,8.449732003,9.588222545
11-Mar-19,9.341121235,8.463385159,9.602232449
12-Mar-19,9.351803475,8.473487877,9.612424437
13-Mar-19,9.354710809,8.475654273,9.614051944
14-Mar-19,9.354584429,8.475393636,9.613842889
15-Mar-19,9.360489915,8.481240572,9.6188196
18-Mar-19,9.362586668,8.483195773,9.620427449
19-Mar-19,9.36883873,8.489386134,9.626460513
20-Mar-19,9.367448389,8.487904433,9.624870931
22-Mar-19,9.361412891,8.48225386,9.619222967
25-Mar-19,9.352643431,8.473502503,9.610246725
26-Mar-19,9.362925827,8.483772903,9.620251582
27-Mar-19,9.360294544,8.482110943,9.619633477
28-Mar-19,9.371021965,8.49281238,9.630093584
29-Mar-19,9.376633321,8.49853419,9.635906756
01-Apr-19,9.380884513,8.502800106,9.640431749
02-Apr-19,9.383156057,8.504818945,9.642104606
03-Apr-19,9.377908632,8.499479221,9.636439788
04-Apr-19,9.374466559,8.49611459,9.633048626
05-Apr-19,9.379736251,8.501622596,9.638690281
08-Apr-19,9.374513233,8.496314746,9.633524238
09-Apr-19,9.380197064,8.501405215,9.638038485
10-Apr-19,9.372863901,8.494837147,9.632037689
11-Apr-19,9.37411686,8.495883749,9.633080733
12-Apr-19,9.378323794,8.499922915,9.637210091
15-Apr-19,9.382074412,8.503939751,9.6413998
16-Apr-19,9.390167988,8.511561362,9.648684976
18-Apr-19,9.386180134,8.506961021,9.643541911
22-Apr-19,9.372335915,8.492927138,9.629532827
23-Apr-19,9.371078166,8.491645613,9.628260921
24-Apr-19,9.382873343,8.502881263,9.63874827
25-Apr-19,9.376042928,8.496443396,9.632869066
26-Apr-19,9.383076131,8.502298819,9.638126502
30-Apr-19,9.38160688,8.500140619,9.635199527
02-May-19,9.378764979,8.497384284,9.632466577
03-May-19,9.377578747,8.496194249,9.631120931
06-May-19,9.368020815,8.486529839,9.621607284
07-May-19,9.359423088,8.477830548,9.61300757
08-May-19,9.347385584,8.465855686,9.601075525
09-May-19,9.342760648,8.461443667,9.596712361
10-May-19,9.340782498,8.459953833,9.595554472
13-May-19,9.328487786,8.44675356,9.581601124
14-May-19,9.334556891,8.452639737,9.587301062
15-May-19,9.328701019,8.446968133,9.581748744
16-May-19,9.336871696,8.45415115,9.58851924
17-May-19,9.349726592,8.466514445,9.600161753
20-May-19,9.385899951,8.502540361,9.635911983
21-May-19,9.375611561,8.492414725,9.626198617
22-May-19,9.377835052,8.494622376,9.628634173
23-May-19,9.372281485,8.489760328,9.623985268
24-May-19,9.389072996,8.506819571,9.641615517
27-May-19,9.395909151,8.514347145,9.650116726
28-May-19,9.397601376,8.515900356,9.651922664
29-May-19,9.390941283,8.509201341,9.645227703
30-May-19,9.397771353,8.515816244,9.651407474
31-May-19,9.396327702,8.514499567,9.649749475
03-Jun-19,9.40960508,8.527507812,9.661753514
04-Jun-19,9.404631671,8.522817346,9.657331227
06-Jun-19,9.389461814,8.507324657,9.641833136
07-Jun-19,9.391161637,8.508612482,9.642969183
10-Jun-19,9.395216164,8.512250999,9.645907824
11-Jun-19,9.399544854,8.516562993,9.650153443
12-Jun-19,9.393776308,8.510881313,9.644494001
13-Jun-19,9.393919471,8.510615606,9.643861536
14-Jun-19,9.386046763,8.502562686,9.635906756
17-Jun-19,9.372882601,8.489639039,9.622880394
18-Jun-19,9.374881456,8.491489668,9.624319136
19-Jun-19,9.374181377,8.489752105,9.621766345
20-Jun-19,9.386664815,8.502371897,9.6341096
21-Jun-19,9.378308577,8.494804423,9.62723854
24-Jun-19,9.376546097,8.493021393,9.6254178
25-Jun-19,9.384241577,8.500459969,9.63257082
26-Jun-19,9.389059615,8.505547644,9.637711123
27-Jun-19,9.389663271,8.506498203,9.638900069
28-Jun-19,9.385105954,8.502402344,9.635065477
01-Jul-19,9.391470386,8.508360296,9.640838848
02-Jul-19,9.395184578,8.511887139,9.644045614
03-Jul-19,9.396265428,8.513124927,9.645377874
04-Jul-19,9.398189126,8.515038873,9.647256988
05-Jul-19,9.386477847,8.503015156,9.635083787
08-Jul-19,9.365017485,8.481211547,9.613167337
09-Jul-19,9.365132275,8.481769102,9.613819509
10-Jul-19,9.359951047,8.475939854,9.607888893
11-Jul-19,9.367231294,8.483193704,9.614856363
12-Jul-19,9.365471428,8.481901709,9.613933729
15-Jul-19,9.368353013,8.484087185,9.615208635
16-Jul-19,9.375347902,8.491153071,9.62186177
17-Jul-19,9.377058323,8.492607423,9.623218602
18-Jul-19,9.368125012,8.483206119,9.613847565
19-Jul-19,9.352259985,8.467525943,9.598081331
22-Jul-19,9.345986028,8.461574768,9.591639829
23-Jul-19,9.343896139,8.45947721,9.58998977
24-Jul-19,9.336934256,8.451933344,9.582059089
25-Jul-19,9.336385185,8.452291938,9.582136315
26-Jul-19,9.339753295,8.456094082,9.585615652
29-Jul-19,9.330810461,8.447253443,9.576653618
30-Jul-19,9.320523938,8.436794087,9.565241744
31-Jul-19,9.324631094,8.441335381,9.569700109
01-Aug-19,9.312655957,8.429220625,9.557663524
02-Aug-19,9.314264256,8.430473408,9.55855765
05-Aug-19,9.302594067,8.418706773,9.546320345
06-Aug-19,9.310840696,8.427732271,9.555928079
07-Aug-19,9.302443597,8.420193185,9.548874054
08-Aug-19,9.317947362,8.435019548,9.563141422
09-Aug-19,9.325435354,8.442223925,9.570418917
13-Aug-19,9.307371797,8.42430348,9.552748528
14-Aug-19,9.316903364,8.433792017,9.561827181
16-Aug-19,9.318233777,8.435468904,9.563471645
19-Aug-19,9.318900563,8.436371347,9.564701641
20-Aug-19,9.315226375,8.43237577,9.560568278
21-Aug-19,9.306071372,8.422875919,9.550542074
22-Aug-19,9.289948832,8.406733028,9.533957477
23-Aug-19,9.297935412,8.414936742,9.542005358
26-Aug-19,9.318373812,8.434559129,9.561635772
27-Aug-19,9.323933308,8.440456845,9.568192423
28-Aug-19,9.318104497,8.43469163,9.562384309
29-Aug-19,9.310705934,8.427843811,9.555496225
30-Aug-19,9.318277765,8.435777041,9.563393666
03-Sep-19,9.297543231,8.415592266,9.543653338
04-Sep-19,9.301186968,8.419163517,9.547010446
05-Sep-19,9.302028546,8.420171147,9.548430585
06-Sep-19,9.310555774,8.428165237,9.556553582
09-Sep-19,9.316049927,8.433861581,9.562428613
11-Sep-19,9.319846582,8.437864229,9.567209597
12-Sep-19,9.315851076,8.433963745,9.563832657
13-Sep-19,9.323949375,8.441913456,9.571606261
16-Sep-19,9.317869235,8.436449405,9.566863104
17-Sep-19,9.300604204,8.419505387,9.549532478
18-Sep-19,9.30330781,8.422273535,9.552372836
19-Sep-19,9.290465845,8.409665886,9.539695197
20-Sep-19,9.344261814,8.462870049,9.591723148
23-Sep-19,9.371541283,8.489741827,9.618795007
24-Sep-19,9.370099296,8.488093884,9.617446799
25-Sep-19,9.356584736,8.474575836,9.603687689
26-Sep-19,9.368046438,8.485882075,9.614554031
27-Sep-19,9.36253514,8.48073458,9.609102398
30-Sep-19,9.357115922,8.475172562,9.603059258
01-Oct-19,9.347082106,8.46432181,9.591877475
03-Oct-19,9.342980493,8.460284158,9.587820186
04-Oct-19,9.330101006,8.44820532,9.576068314
07-Oct-19,9.324739912,8.443219364,9.5707321
09-Oct-19,9.341088771,8.458979162,9.585755811
10-Oct-19,9.333394823,8.451480648,9.578505055
11-Oct-19,9.33932532,8.457549338,9.584382922
14-Oct-19,9.342170944,8.460836574,9.58741355
15-Oct-19,9.349998831,8.468395727,9.594342796
16-Oct-19,9.353565008,8.471815,9.597761665
17-Oct-19,9.365640962,8.484039636,9.609843074
18-Oct-19,9.373248026,8.492691461,9.619236255
22-Oct-19,9.367735497,8.488172125,9.615565451
23-Oct-19,9.369116054,8.489599976,9.616912201
24-Oct-19,9.366266617,8.48712566,9.614371119
25-Oct-19,9.365752256,8.48659583,9.613637131
27-Oct-19,9.370072021,8.491413738,9.618983093
29-Oct-19,9.383750675,8.504606308,9.631648645
30-Oct-19,9.388984341,8.509668955,9.636781275
31-Oct-19,9.39259026,8.513901781,9.641286725
01-Nov-19,9.393721367,8.514994777,9.642767386
04-Nov-19,9.396948561,8.517814998,9.645511197
05-Nov-19,9.394404576,8.514599832,9.641717511
06-Nov-19,9.398247136,8.518016852,9.64457044
07-Nov-19,9.402347373,8.522576674,9.649047459
08-Nov-19,9.392948554,8.513534507,9.640328322
11-Nov-19,9.39394111,8.514818374,9.641567439
13-Nov-19,9.387030267,8.508110064,9.634615458
14-Nov-19,9.389027833,8.510088009,9.636480929
15-Nov-19,9.390552205,8.51192333,9.638000016
18-Nov-19,9.390312504,8.512058029,9.638287521
19-Nov-19,9.394362981,8.515435648,9.641804556
20-Nov-19,9.399431464,8.52000324,9.646138093
21-Nov-19,9.396293659,8.516783107,9.642825788
22-Nov-19,9.392251011,8.512946186,9.63922118
25-Nov-19,9.405765698,8.526208432,9.652106551
26-Nov-19,9.402080765,8.522172773,9.648101633
27-Nov-19,9.407834573,8.527901651,9.653498103
28-Nov-19,9.412675318,8.533334221,9.65886944
29-Nov-19,9.404491681,8.526448231,9.652951607
02-Dec-19,9.403699952,8.52537364,9.651514264
03-Dec-19,9.397957051,8.519765879,9.645828899
04-Dec-19,9.402240078,8.52401785,9.649965976
05-Dec-19,9.399528301,8.52105373,9.647209827
06-Dec-19,9.390462846,8.511989677,9.63813237
09-Dec-19,9.391754851,8.512819641,9.638516293
10-Dec-19,9.38414829,8.504966752,9.630546298
11-Dec-19,9.38855099,8.509632683,9.634743027
12-Dec-19,9.394319721,8.515109021,9.640261967
13-Dec-19,9.404414265,8.524970867,9.65001043
16-Dec-19,9.401433347,8.521768708,9.646848617
17-Dec-19,9.410569788,8.530263403,9.655199255
18-Dec-19,9.414801692,8.533692329,9.658440231
19-Dec-19,9.417244779,8.536144476,9.660769923
20-Dec-19,9.418941087,8.537999237,9.662468304
23-Dec-19,9.418254949,8.537270291,9.661796811
24-Dec-19,9.414641107,8.534032609,9.658803026
26-Dec-19,9.408404036,8.528526724,9.653842159
27-Dec-19,9.418167219,8.537777866,9.663099923
30-Dec-19,9.418892383,8.53869829,9.664480082
31-Dec-19,9.412153233,8.532759407,9.659339953
01-Jan-20,9.413410187,8.534113237,9.661061788
02-Jan-20,9.422040294,8.542901873,9.67021096
03-Jan-20,9.417548019,8.538529935,9.666340787
06-Jan-20,9.397742335,8.518578232,9.646429734
07-Jan-20,9.402738489,8.523868859,9.652127123
08-Jan-20,9.401068164,8.52279348,9.651127578
09-Jan-20,9.416909727,8.537958101,9.666472612
10-Jan-20,9.420231699,8.541358836,9.670000062
13-Jan-20,9.426435139,8.547749554,9.676719315
14-Jan-20,9.429324886,8.550941265,9.68013898
15-Jan-20,9.428618506,8.551372371,9.681268574
16-Jan-20,9.429752169,8.552898116,9.68338749
17-Jan-20,9.429940051,8.553486547,9.684270657
20-Jan-20,9.420105226,8.54419533,9.675412486
21-Jan-20,9.415872957,8.54011448,9.671600891
22-Jan-20,9.411206412,8.535812766,9.667546208
23-Jan-20,9.418240328,8.543219548,9.675182579
24-Jan-20,9.424012814,8.549275022,9.681177404
27-Jan-20,9.413962616,8.540073431,9.672786137
28-Jan-20,9.409049417,8.535239375,9.668185384
29-Jan-20,9.415583869,8.54098784,9.673564824
30-Jan-20,9.406488401,8.531914302,9.664407055
31-Jan-20,9.399553957,8.525393477,9.658214055
01-Feb-20,9.37310867,8.499249156,9.632228547
03-Feb-20,9.377881569,8.504450345,9.636894208
04-Feb-20,9.399809656,8.525409346,9.657323552
05-Feb-20,9.409919654,8.535581093,9.667318917
06-Feb-20,9.415026631,8.540685083,9.672506493
07-Feb-20,9.412908902,8.539813414,9.671969029
10-Feb-20,9.407244255,8.534323624,9.666488455
11-Feb-20,9.412152416,8.538606286,9.670382677
12-Feb-20,9.418490481,8.544388037,9.675404949
13-Feb-20,9.416290561,8.542470999,9.673502527
14-Feb-20,9.410430626,8.536513349,9.667615208
17-Feb-20,9.403766709,8.52964139,9.660423142
18-Feb-20,9.399466227,8.525070087,9.655939878
19-Feb-20,9.411384725,8.537405539,9.668318863
20-Feb-20,9.408773931,8.53568123,9.6669706
24-Feb-20,9.387738998,8.515084971,9.646612047
25-Feb-20,9.384546588,8.511726275,9.643336986
26-Feb-20,9.373927531,8.500941851,9.632793038
27-Feb-20,9.369869988,8.496618987,9.627987642
28-Feb-20,9.331910007,8.459271663,9.590666801
02-Mar-20,9.327057062,8.454117067,9.585326341
03-Mar-20,9.343237939,8.470265093,9.601273061
04-Mar-20,9.337705794,8.463703803,9.593983776
05-Mar-20,9.339598648,8.465565104,9.596044172
06-Mar-20,9.314606689,8.441369903,9.571910714
09-Mar-20,9.2638982,8.391804556,9.522834562
11-Mar-20,9.263855546,8.390933581,9.521698443
12-Mar-20,9.177543382,8.304415726,9.434882944
13-Mar-20,9.214279603,8.339883056,9.468213798
16-Mar-20,9.137605149,8.264916872,9.394675733
17-Mar-20,9.114864178,8.242416814,9.372084151
18-Mar-20,9.058987109,8.187251981,9.316112003
19-Mar-20,9.031645431,8.157954965,9.285740937
20-Mar-20,9.085582947,8.211873826,9.337802635
23-Mar-20,8.946777089,8.073596217,9.199911176
24-Mar-20,8.970325293,8.095690161,9.220300604
25-Mar-20,9.029204512,8.152465914,9.27490358
26-Mar-20,9.074626027,8.197175238,9.319047681
27-Mar-20,9.070250376,8.192437646,9.3152831
30-Mar-20,9.030682465,8.155769849,9.279379376
31-Mar-20,9.067506416,8.191415959,9.314540915
01-Apr-20,9.029711382,8.155792814,9.28069445
03-Apr-20,9.009440095,8.136131874,9.261726212
07-Apr-20,9.090867409,8.214178168,9.336659317
08-Apr-20,9.089039029,8.21451118,9.338209263
09-Apr-20,9.129277811,8.253097429,9.376280991
13-Apr-20,9.11687988,8.241286845,9.365154546
15-Apr-20,9.112349302,8.238529002,9.363245991
16-Apr-20,9.121134225,8.247882657,9.373113769
17-Apr-20,9.148870205,8.274349358,9.399841097
20-Apr-20,9.147991452,8.273691308,9.399890738
21-Apr-20,9.117965181,8.24417639,9.370123162
22-Apr-20,9.139721536,8.264211374,9.389082196
23-Apr-20,9.151722423,8.27627765,9.401222681
24-Apr-20,9.134299148,8.258992248,9.383911253
27-Apr-20,9.148862761,8.274025488,9.39850814
28-Apr-20,9.158045524,8.282996276,9.4074865
29-Apr-20,9.1750002,8.299589268,9.423417426
30-Apr-20,9.20545345,8.328550096,9.45100945
04-May-20,9.147718945,8.272884735,9.396941093
05-May-20,9.138343708,8.26354404,9.387515375
06-May-20,9.145826384,8.270801484,9.394629991
07-May-20,9.137609451,8.263028419,9.38751705
08-May-20,9.143872524,8.268182964,9.391739003
11-May-20,9.144227279,8.269126626,9.392477745
12-May-20,9.139415636,8.264504963,9.38766195
13-May-20,9.158555378,8.283501706,9.406832714
14-May-20,9.13564161,8.262349973,9.386495455
15-May-20,9.133878246,8.260629869,9.38493549
18-May-20,9.098690117,8.22529424,9.350068401
19-May-20,9.104597561,8.230979374,9.355106295
20-May-20,9.125346595,8.251001211,9.37450899
21-May-20,9.129992201,8.256002438,9.379570779
22-May-20,9.122523944,8.24890582,9.372729593
26-May-20,9.122458434,8.249988029,9.373987814
27-May-20,9.149613245,8.274706257,9.397254699
28-May-20,9.168230048,8.292583566,9.41503478
29-May-20,9.179664646,8.304103926,9.426648616
01-Jun-20,9.203957042,8.328492129,9.45142364
02-Jun-20,9.217941411,8.342794565,9.466060304
03-Jun-20,9.225655494,8.350370898,9.473970758
04-Jun-20,9.223885225,8.348634885,9.472309174
05-Jun-20,9.235192972,8.360883182,9.485618584
08-Jun-20,9.237286054,8.363076511,9.48862114
09-Jun-20,9.226479434,8.352787778,9.478186507
10-Jun-20,9.232711267,8.359535369,9.485039023
11-Jun-20,9.212182674,8.339577345,9.465758258
12-Jun-20,9.219858926,8.347310747,9.472868469
15-Jun-20,9.204457099,8.332842377,9.459415183
16-Jun-20,9.213191304,8.341214675,9.467078841
17-Jun-20,9.21124796,8.339730213,9.466253875
18-Jun-20,9.229219043,8.357141803,9.483391939
19-Jun-20,9.243959851,8.37151287,9.497826425
22-Jun-20,9.251908328,8.380417685,9.507257668
23-Jun-20,9.267247977,8.396154863,9.522827246
24-Jun-20,9.251818151,8.381334521,9.508192058
25-Jun-20,9.251091644,8.381538403,9.508931969
26-Jun-20,9.259366699,8.389084782,9.516139829
29-Jun-20,9.251962047,8.381066434,9.507932923
30-Jun-20,9.250595166,8.379378352,9.505852212
01-Jul-20,9.261761358,8.389518898,9.515574011
02-Jul-20,9.273167742,8.400915522,9.526709022
03-Jul-20,9.278705313,8.406587834,9.532319518
06-Jul-20,9.290704874,8.418611867,9.544512823
07-Jul-20,9.294550078,8.422315318,9.548514018
08-Jul-20,9.28627218,8.414256403,9.540852741
09-Jul-20,9.295413789,8.422220755,9.548768552
10-Jul-20,9.291335856,8.417945068,9.544570096
13-Jul-20,9.294524339,8.42056995,9.547001876
14-Jul-20,9.277355823,8.404190213,9.531006926
15-Jul-20,9.277740108,8.404107357,9.530988784
16-Jul-20,9.288052982,8.41401252,9.540039005
17-Jul-20,9.303705024,8.42926867,9.55494233
20-Jul-20,9.313864002,8.439104074,9.564872121
21-Jul-20,9.32513673,8.449156291,9.574458348
22-Jul-20,9.322393244,8.446556112,9.572005444
23-Jul-20,9.329695505,8.453806007,9.579187138
24-Jul-20,9.326567531,8.450745649,9.576083575
27-Jul-20,9.3203851,8.444250386,9.569453641
28-Jul-20,9.334660218,8.457466541,9.582418279
29-Jul-20,9.328078962,8.452159614,9.577571107
30-Jul-20,9.320836478,8.445181482,9.570655383
31-Jul-20,9.319998042,8.445276048,9.571238984
03-Aug-20,9.304875706,8.432110136,9.559765499
04-Aug-20,9.32214647,8.448545974,9.575871286
05-Aug-20,9.322860695,8.449524443,9.577429104
06-Aug-20,9.332242911,8.458536008,9.586296337
07-Aug-20,9.334106363,8.461373881,9.589388949
10-Aug-20,9.340309302,8.468305422,9.596808848
11-Aug-20,9.344274059,8.471166007,9.599510773
12-Aug-20,9.343471685,8.47015609,9.598754264
13-Aug-20,9.344654458,8.472051464,9.601243974
14-Aug-20,9.333810318,8.461648769,9.591162316
17-Aug-20,9.339783168,8.467219027,9.597096215
18-Aug-20,9.351508282,8.479069636,9.609048033
19-Aug-20,9.353810214,8.481839551,9.612646496
20-Aug-20,9.346405053,8.475889831,9.607690644
21-Aug-20,9.351100077,8.481141053,9.613517531
24-Aug-20,9.357854795,8.488299768,9.621253281
25-Aug-20,9.358854338,8.489762383,9.622650665
26-Aug-20,9.364884689,8.495389203,9.628489365
27-Aug-20,9.36650103,8.497002729,9.630173103
28-Aug-20,9.373517335,8.503862734,9.636234055
31-Aug-20,9.348441806,8.477533022,9.608449155
01-Sep-20,9.356705681,8.48575825,9.616211398
02-Sep-20,9.362661379,8.493078762,9.623929061
03-Sep-20,9.362773864,8.49419065,9.625445532
04-Sep-20,9.345422686,8.477075116,9.608921842
07-Sep-20,9.346478364,8.477460187,9.609072867
08-Sep-20,9.34264326,8.472589054,9.603799698
09-Sep-20,9.339660158,8.469447282,9.599956547
10-Sep-20,9.354201726,8.483619862,9.614019219
11-Sep-20,9.356113774,8.486096667,9.616615818
14-Sep-20,9.35514869,8.487712886,9.621679527
15-Sep-20,9.362933554,8.495912352,9.630190846
16-Sep-20,9.370081397,8.502422642,9.636471134
17-Sep-20,9.36310266,8.495577241,9.629814231
18-Sep-20,9.362818511,8.495276772,9.629224376
21-Sep-20,9.338536558,8.469753515,9.602666203
22-Sep-20,9.329604976,8.460191001,9.592347139
23-Sep-20,9.327409375,8.457619392,9.589982245
24-Sep-20,9.298566428,8.42965513,9.562488385
25-Sep-20,9.322218005,8.453042862,9.585873281
28-Sep-20,9.339530103,8.471132499,9.604694649
29-Sep-20,9.338445946,8.470208496,9.603703884
30-Sep-20,9.340644688,8.472536772,9.605822482
01-Oct-20,9.354819865,8.485593127,9.618351569
05-Oct-20,9.361268436,8.491545072,9.624173702
06-Oct-20,9.373773833,8.50319771,9.635306101
07-Oct-20,9.37862977,8.506948897,9.638438086
08-Oct-20,9.386003142,8.513825527,9.644417556
09-Oct-20,9.391453699,8.518554265,9.648477877
12-Oct-20,9.390763461,8.517699063,9.647336446
13-Oct-20,9.390116191,8.516963165,9.646559038
